alpha,cos_dist,top1_acc,top3_acc
0.0,0.365951995658023,0.5892857142857143,0.8642857142857143
0.05,0.3191393936319011,0.6392857142857142,0.8857142857142857
0.1,0.2767105382468019,0.7,0.9107142857142857
0.15000000000000002,0.2412652224302292,0.7392857142857143,0.9285714285714286
0.2,0.21774108729192188,0.7607142857142857,0.9321428571428572
0.25,0.2019490131310054,0.8,0.9321428571428572
0.30000000000000004,0.19268380446093422,0.8,0.9285714285714286
0.35000000000000003,0.18605715291840688,0.8107142857142857,0.925
0.4,0.19116029867104123,0.75,0.9214285714285714
0.45,0.19477825398956025,0.7321428571428571,0.9
0.5,0.20354745026145663,0.6964285714285714,0.9142857142857143
