beta,cos_dist,top1_acc,top2_acc,top3_acc
0.0,0.22415630987712315,0.7535714285714286,0.925,0.9571428571428572
0.01,0.2290778466633388,0.7607142857142857,0.9142857142857143,0.9392857142857143
0.02,0.23460986156548772,0.7642857142857142,0.9071428571428571,0.9571428571428572
0.03,0.24041818401643208,0.7714285714285715,0.8928571428571429,0.9464285714285714
0.04,0.24666209710495812,0.7892857142857143,0.8964285714285715,0.9392857142857143
0.05,0.25409556297319275,0.7571428571428571,0.9035714285714286,0.9464285714285714
0.06,0.2620019253875528,0.7892857142857143,0.9107142857142857,0.9357142857142857
0.07,0.2733463775898729,0.7678571428571429,0.8821428571428571,0.9321428571428572
0.08,0.2795674428343773,0.7392857142857143,0.8785714285714286,0.9464285714285714
0.09,0.2915974932057517,0.7714285714285715,0.9,0.9428571428571428
0.1,0.30399133424673763,0.7535714285714286,0.9,0.9428571428571428
