alpha,cos_dist,top1_acc,top2_acc,top3_acc
0.0,0.3354573679821832,0.6678571428571428,0.8464285714285714,0.9107142857142857
0.05,0.29909479298761915,0.7,0.8642857142857143,0.9214285714285714
0.1,0.2690299692962851,0.725,0.8714285714285714,0.9285714285714286
0.15000000000000002,0.24616827539035252,0.7428571428571429,0.8857142857142857,0.9285714285714286
0.2,0.23046073998723712,0.7607142857142857,0.9035714285714286,0.9428571428571428
0.25,0.22623834503548487,0.7392857142857143,0.8857142857142857,0.9392857142857143
0.30000000000000004,0.22656205115573747,0.7535714285714286,0.8821428571428571,0.925
0.35000000000000003,0.22271503614527838,0.775,0.8857142857142857,0.9464285714285714
0.4,0.23055244790656226,0.6964285714285714,0.8535714285714285,0.9
0.45,0.23691597996013505,0.7178571428571429,0.8535714285714285,0.8964285714285715
0.5,0.2432618151818003,0.6928571428571428,0.825,0.8928571428571429
