context,cos_dist,top1_acc,top3_acc
1,0.20546953678131102,0.7464285714285714,0.9285714285714286
2,0.23025544488004276,0.7821428571428571,0.9571428571428572
3,0.23181658812931605,0.7535714285714286,0.9392857142857143
4,0.2315549067088536,0.7642857142857142,0.9357142857142857
5,0.22903031919683728,0.7464285714285714,0.925
6,0.22311435916594097,0.7571428571428571,0.9357142857142857
7,0.22034312124763217,0.7428571428571429,0.9357142857142857
8,0.21669577956199645,0.7642857142857142,0.925
9,0.2143343985080719,0.7464285714285714,0.9321428571428572
10,0.21286491389785495,0.7428571428571429,0.925
