context,cos_dist,top1_acc,top2_acc,top3_acc
1,0.20510075432913644,0.7535714285714286,0.8642857142857143,0.9321428571428572
2,0.2292900729392256,0.7571428571428571,0.9142857142857143,0.9571428571428572
3,0.23179098197392056,0.75,0.8857142857142857,0.9428571428571428
4,0.22994362201009477,0.75,0.8785714285714286,0.9392857142857143
5,0.2295147003872054,0.7535714285714286,0.8642857142857143,0.9321428571428572
6,0.22335964292287827,0.75,0.8892857142857142,0.925
7,0.2200970321893692,0.7464285714285714,0.8928571428571429,0.9285714285714286
8,0.2165503429515021,0.7714285714285715,0.8821428571428571,0.9321428571428572
9,0.2137910227690424,0.7392857142857143,0.8821428571428571,0.9321428571428572
10,0.2132338645202773,0.7464285714285714,0.8857142857142857,0.9392857142857143
