alpha,cos_dist,top1_acc,top3_acc
0.0,0.365951995658023,0.5892857142857143,0.8642857142857143
0.05,0.31896667044077603,0.6392857142857142,0.8892857142857142
0.1,0.27669866755604744,0.7035714285714286,0.9107142857142857
0.15000000000000002,0.24208621084690093,0.7464285714285714,0.925
0.2,0.21630762496164868,0.7642857142857142,0.9285714285714286
0.25,0.20173451836620057,0.7928571428571428,0.9285714285714286
0.30000000000000004,0.19231582411697934,0.8107142857142857,0.9321428571428572
0.35000000000000003,0.1943885490298271,0.7678571428571429,0.9071428571428571
0.4,0.1947760345680373,0.7321428571428571,0.9107142857142857
0.45,0.2017850548028946,0.6928571428571428,0.875
0.5,0.20625469024692264,0.7071428571428572,0.8714285714285714
