alpha,cos_dist,top1_acc,top3_acc
0.0,0.3354573679821832,0.6678571428571428,0.9107142857142857
0.05,0.2990488453635148,0.6964285714285714,0.9214285714285714
0.1,0.26887526331203326,0.7285714285714285,0.9285714285714286
0.15000000000000002,0.2464021391102246,0.7392857142857143,0.9285714285714286
0.2,0.23210629437650954,0.75,0.9464285714285714
0.25,0.2242079238806452,0.775,0.9428571428571428
0.30000000000000004,0.2236624870981489,0.7642857142857142,0.9392857142857143
0.35000000000000003,0.22571560761758258,0.7428571428571429,0.925
0.4,0.22709909645574433,0.7714285714285715,0.9107142857142857
0.45,0.23767524468047277,0.7178571428571429,0.9
0.5,0.23751979214804514,0.7178571428571429,0.9107142857142857
