epoch,cos_dist,top1_acc,top2_acc,top3_acc
0,0.3354573679821832,0.6678571428571428,0.8464285714285714,0.9107142857142857
1,0.2736468302352088,0.7607142857142857,0.9,0.9357142857142857
2,0.25156521680099625,0.7642857142857142,0.8892857142857142,0.9571428571428572
3,0.24890502606119427,0.7892857142857143,0.9035714285714286,0.95
4,0.2516033780361925,0.7964285714285714,0.9035714285714286,0.95
5,0.25612042248249056,0.7714285714285715,0.9071428571428571,0.9321428571428572
