alpha,cos_dist,top1_acc,top2_acc,top3_acc
0.0,0.3354573679821832,0.6678571428571428,0.8464285714285714,0.9107142857142857
0.05,0.2992312837924276,0.6964285714285714,0.8642857142857143,0.9214285714285714
0.1,0.26927278989127706,0.725,0.8714285714285714,0.9321428571428572
0.15000000000000002,0.24596257656812667,0.7535714285714286,0.8785714285714286,0.925
0.2,0.2324734832559313,0.75,0.9,0.9464285714285714
0.25,0.22368215854678836,0.7607142857142857,0.8857142857142857,0.9464285714285714
0.30000000000000004,0.22452841624617575,0.7714285714285715,0.9,0.9392857142857143
0.35000000000000003,0.22571749133723124,0.7607142857142857,0.8785714285714286,0.925
0.4,0.2313592190189021,0.7214285714285714,0.875,0.925
0.45,0.23696972621338708,0.7214285714285714,0.8571428571428571,0.9142857142857143
0.5,0.24165849430220468,0.6964285714285714,0.8607142857142858,0.9035714285714286
