alpha,cos_dist,top1_acc,top3_acc
0.0,0.365951995658023,0.5892857142857143,0.8642857142857143
0.05,0.3190193201814379,0.6392857142857142,0.8857142857142857
0.1,0.27672078045351167,0.7,0.9142857142857143
0.15000000000000002,0.2421821465449674,0.7321428571428571,0.9214285714285714
0.2,0.2170521074107715,0.7678571428571429,0.9321428571428572
0.25,0.20140983951943262,0.7928571428571428,0.9321428571428572
0.30000000000000004,0.19322236733777182,0.7785714285714286,0.925
0.35000000000000003,0.19471372940710613,0.7428571428571429,0.9214285714285714
0.4,0.1909605417932783,0.7642857142857142,0.9035714285714286
0.45,0.19623763731547764,0.7428571428571429,0.9071428571428571
0.5,0.1968363976904324,0.7428571428571429,0.8928571428571429
