alpha,cos_dist,top1_acc,top3_acc
0.0,0.3354573679821832,0.6678571428571428,0.9107142857142857
0.05,0.29925687994275774,0.6964285714285714,0.9214285714285714
0.1,0.26830603810293335,0.7285714285714285,0.9321428571428572
0.15000000000000002,0.24680127331188748,0.7535714285714286,0.9285714285714286
0.2,0.23158487315688814,0.7535714285714286,0.95
0.25,0.2260841795376369,0.7464285714285714,0.95
0.30000000000000004,0.2229072506938662,0.7714285714285715,0.9392857142857143
0.35000000000000003,0.22544058497462954,0.7357142857142858,0.9357142857142857
0.4,0.23052704802581242,0.7642857142857142,0.9178571428571428
0.45,0.23790949561766217,0.6821428571428572,0.9107142857142857
0.5,0.2478919676371983,0.6785714285714286,0.8892857142857142
