alpha,cos_dist,top1_acc,top2_acc,top3_acc
0.0,0.3354573679821832,0.6678571428571428,0.8464285714285714,0.9107142857142857
0.05,0.2992534047790936,0.6964285714285714,0.8642857142857143,0.9214285714285714
0.1,0.2687177394117628,0.7285714285714285,0.8785714285714286,0.9321428571428572
0.15000000000000002,0.2467285550066403,0.7357142857142858,0.8821428571428571,0.9285714285714286
0.2,0.2327636371765818,0.75,0.8928571428571429,0.9535714285714286
0.25,0.22446069908993585,0.75,0.9035714285714286,0.9535714285714286
0.30000000000000004,0.22315042785235814,0.7607142857142857,0.8964285714285715,0.9428571428571428
0.35000000000000003,0.22912559413484165,0.7571428571428571,0.8714285714285714,0.9357142857142857
0.4,0.2308096564241818,0.7321428571428571,0.875,0.9142857142857143
0.45,0.2374961762556008,0.725,0.8571428571428571,0.9071428571428571
0.5,0.24175386929086276,0.7071428571428572,0.8321428571428572,0.925
