alpha,cos_dist,top1_acc,top3_acc
0.0,0.19776409332241332,0.775,0.9214285714285714
0.05,0.31911604329943655,0.6392857142857142,0.8857142857142857
0.1,0.2763735336916787,0.7,0.9142857142857143
0.15000000000000002,0.24177287955369267,0.7464285714285714,0.925
0.2,0.21622787437268665,0.775,0.9392857142857143
0.25,0.200801596896989,0.7857142857142857,0.925
0.30000000000000004,0.19291973816496985,0.7821428571428571,0.9357142857142857
0.35000000000000003,0.19323086994034902,0.7464285714285714,0.9
0.4,0.19540124940020698,0.7214285714285714,0.8857142857142857
0.45,0.2009653693863324,0.7,0.9107142857142857
0.5,0.20649393860782897,0.675,0.8785714285714286
