alpha,cos_dist,top1_acc,top3_acc
0.0,0.365951995658023,0.5892857142857143,0.8642857142857143
0.05,0.3190290388252054,0.6392857142857142,0.8857142857142857
0.1,0.27638885123389106,0.6964285714285714,0.9142857142857143
0.15000000000000002,0.24165489439453397,0.7321428571428571,0.925
0.2,0.21506603338888713,0.7714285714285715,0.9321428571428572
0.25,0.20045505464076996,0.7714285714285715,0.9285714285714286
0.30000000000000004,0.19417619513613837,0.7821428571428571,0.9214285714285714
0.35000000000000003,0.19177510014602117,0.7714285714285715,0.925
0.4,0.19013148354632514,0.7714285714285715,0.925
0.45,0.20059718766382761,0.7321428571428571,0.9071428571428571
0.5,0.2025490009358951,0.7285714285714285,0.8714285714285714
