context,cos_dist,top1_acc,top3_acc
1,0.20550575799175672,0.7464285714285714,0.925
2,0.2306839440550123,0.7642857142857142,0.9571428571428572
3,0.23236137138945714,0.7607142857142857,0.9464285714285714
4,0.23158619574138095,0.7642857142857142,0.9428571428571428
5,0.2280593026961599,0.75,0.9285714285714286
6,0.22468646040984563,0.7464285714285714,0.9214285714285714
7,0.2201934373804501,0.7535714285714286,0.9392857142857143
8,0.21683307162352972,0.7642857142857142,0.9321428571428572
9,0.21387453888143812,0.7535714285714286,0.9214285714285714
10,0.21134410628250666,0.7321428571428571,0.9428571428571428
