context,cos_dist,top1_acc,top3_acc
1,0.2068834798676627,0.7571428571428571,0.9321428571428572
2,0.23074052333831788,0.7607142857142857,0.9535714285714286
3,0.23395559574876512,0.7535714285714286,0.9392857142857143
4,0.23014765488249914,0.7607142857142857,0.9392857142857143
5,0.22802411764860153,0.75,0.9357142857142857
6,0.2245661756822041,0.75,0.9321428571428572
7,0.2192617980497224,0.775,0.9428571428571428
8,0.2173153777207647,0.775,0.9285714285714286
9,0.21404100762946265,0.7428571428571429,0.9428571428571428
10,0.21265997673783985,0.7357142857142858,0.9321428571428572
