alpha,cos_dist,top1_acc,top3_acc
0.0,0.19889229791504995,0.7785714285714286,0.9142857142857143
0.05,0.31912412654076305,0.6392857142857142,0.8857142857142857
0.1,0.2762753323784896,0.7035714285714286,0.9142857142857143
0.15000000000000002,0.24183432342750685,0.7392857142857143,0.9285714285714286
0.2,0.2158393640603338,0.7785714285714286,0.9392857142857143
0.25,0.1998728579708508,0.8071428571428572,0.9321428571428572
0.30000000000000004,0.19229975087302073,0.7785714285714286,0.9321428571428572
0.35000000000000003,0.18875468522310257,0.775,0.925
0.4,0.19502472792352948,0.7607142857142857,0.9035714285714286
0.45,0.1949982408966337,0.725,0.9107142857142857
0.5,0.19951311839478356,0.725,0.8857142857142857
