beta,cos_dist,top1_acc,top3_acc
0.0,0.22541011571884156,0.7571428571428571,0.9428571428571428
0.01,0.22795801758766174,0.7607142857142857,0.9428571428571428
0.02,0.23588116616010665,0.7607142857142857,0.9464285714285714
0.03,0.2431015015712806,0.7607142857142857,0.9321428571428572
0.04,0.24583284833601543,0.7821428571428571,0.9535714285714286
0.05,0.25402272418141364,0.7571428571428571,0.9392857142857143
0.06,0.2637365236878395,0.7571428571428571,0.9392857142857143
0.07,0.2726613768509456,0.7607142857142857,0.9392857142857143
0.08,0.282331899021353,0.7607142857142857,0.9321428571428572
0.09,0.2913679821150644,0.7464285714285714,0.9464285714285714
0.1,0.30255928252424513,0.7357142857142858,0.9107142857142857
