beta,cos_dist,top1_acc,top3_acc
0.0,0.22647794101919447,0.7428571428571429,0.9428571428571428
0.01,0.22802623957395554,0.775,0.9428571428571428
0.02,0.2344844285930906,0.7857142857142857,0.9464285714285714
0.03,0.2383625114602702,0.7678571428571429,0.9535714285714286
0.04,0.24633992718798772,0.7571428571428571,0.95
0.05,0.2543413064309529,0.7607142857142857,0.9428571428571428
0.06,0.2637326652450221,0.7642857142857142,0.9321428571428572
0.07,0.2711787724069187,0.7857142857142857,0.9392857142857143
0.08,0.2797387932028089,0.75,0.9428571428571428
0.09,0.2905836541737829,0.7714285714285715,0.9285714285714286
0.1,0.3015467062592506,0.7357142857142858,0.9571428571428572
