epoch,cos_dist,top1_acc,top2_acc,top3_acc
0,0.3354573679821832,0.6678571428571428,0.8464285714285714,0.9107142857142857
1,0.2630063630640507,0.7571428571428571,0.9035714285714286,0.9357142857142857
2,0.23818594877208982,0.7642857142857142,0.9107142857142857,0.9535714285714286
3,0.23434712482350215,0.7821428571428571,0.8928571428571429,0.9535714285714286
4,0.23743196672626904,0.775,0.8892857142857142,0.9392857142857143
5,0.23993207077894893,0.775,0.8857142857142857,0.9214285714285714
