alpha,cos_dist,top1_acc,top2_acc,top3_acc
0.0,0.3354573679821832,0.6678571428571428,0.8464285714285714,0.9107142857142857
0.05,0.29912672649536814,0.6964285714285714,0.8642857142857143,0.9214285714285714
0.1,0.2690451852977276,0.7321428571428571,0.8714285714285714,0.9321428571428572
0.15000000000000002,0.2478413245507649,0.7392857142857143,0.8821428571428571,0.9357142857142857
0.2,0.23325818202325277,0.7607142857142857,0.8892857142857142,0.9535714285714286
0.25,0.22445747639451707,0.7535714285714286,0.8857142857142857,0.9464285714285714
0.30000000000000004,0.22466712977205003,0.7607142857142857,0.8642857142857143,0.9321428571428572
0.35000000000000003,0.2242041277033942,0.7678571428571429,0.8714285714285714,0.9178571428571428
0.4,0.23381717620151385,0.7142857142857143,0.8607142857142858,0.9214285714285714
0.45,0.23865816263215883,0.7142857142857143,0.8428571428571429,0.9107142857142857
0.5,0.2512980539883886,0.6571428571428571,0.8178571428571428,0.875
