alpha,cos_dist,top1_acc,top3_acc
0.0,0.3354573679821832,0.6678571428571428,0.9107142857142857
0.05,0.2991408058575222,0.6964285714285714,0.9214285714285714
0.1,0.2690675351236548,0.7285714285714285,0.9321428571428572
0.15000000000000002,0.24623601457902364,0.7392857142857143,0.925
0.2,0.2326253673860005,0.7607142857142857,0.9535714285714286
0.25,0.2272867366671562,0.7535714285714286,0.9357142857142857
0.30000000000000004,0.22687187045812607,0.7535714285714286,0.9321428571428572
0.35000000000000003,0.22267828349556243,0.8035714285714286,0.9571428571428572
0.4,0.23105513740863118,0.7321428571428571,0.925
0.45,0.24005447093929563,0.6785714285714286,0.9035714285714286
0.5,0.24506644617233958,0.7035714285714286,0.8928571428571429
