alpha,cos_dist,top1_acc,top3_acc
0.0,0.3354573679821832,0.6678571428571428,0.9107142857142857
0.05,0.2991077224058764,0.6964285714285714,0.9214285714285714
0.1,0.26903700296367916,0.7285714285714285,0.9285714285714286
0.15000000000000002,0.24664389682667595,0.7428571428571429,0.9357142857142857
0.2,0.23255396506616047,0.7428571428571429,0.9428571428571428
0.25,0.2270348568047796,0.7535714285714286,0.95
0.30000000000000004,0.22190943424190793,0.7571428571428571,0.9535714285714286
0.35000000000000003,0.22385041969163078,0.7892857142857143,0.9285714285714286
0.4,0.22788948310273036,0.75,0.9321428571428572
0.45,0.2394694155880383,0.6928571428571428,0.8964285714285715
0.5,0.24305334932037762,0.6392857142857142,0.9
