context,cos_dist,top1_acc,top2_acc,top3_acc
1,0.20584444467510496,0.7392857142857143,0.8607142857142858,0.925
2,0.23147307911089487,0.7535714285714286,0.9214285714285714,0.9571428571428572
3,0.23247422597237996,0.7428571428571429,0.8964285714285715,0.9464285714285714
4,0.23164154312440327,0.75,0.8821428571428571,0.925
5,0.23016790130308695,0.7607142857142857,0.8785714285714286,0.925
6,0.22480660719530923,0.7428571428571429,0.8857142857142857,0.9321428571428572
7,0.21972112442765918,0.7678571428571429,0.8928571428571429,0.9357142857142857
8,0.2172138207725116,0.7642857142857142,0.8892857142857142,0.9357142857142857
9,0.2145737126469612,0.7535714285714286,0.8892857142857142,0.9428571428571428
10,0.2120171919465065,0.7464285714285714,0.8892857142857142,0.9392857142857143
