epoch,cos_dist,top1_acc,top2_acc,top3_acc
0,0.3354573679821832,0.6678571428571428,0.8464285714285714,0.9107142857142857
1,0.23508157219205583,0.7678571428571429,0.9,0.9392857142857143
2,0.23092263543180058,0.7535714285714286,0.8892857142857142,0.9357142857142857
3,0.23533004256231443,0.775,0.8821428571428571,0.9285714285714286
4,0.23688731448990957,0.7785714285714286,0.8857142857142857,0.9107142857142857
5,0.23506155237555504,0.75,0.8678571428571429,0.9285714285714286
