beta,cos_dist,top1_acc,top3_acc
0.0,0.22610136823994773,0.775,0.95
0.01,0.22856076466185707,0.7571428571428571,0.9464285714285714
0.02,0.2340927965939045,0.775,0.9464285714285714
0.03,0.2396838739514351,0.7928571428571428,0.9607142857142857
0.04,0.2472014401640211,0.7714285714285715,0.9571428571428572
0.05,0.2535607360303402,0.7892857142857143,0.95
0.06,0.26261439876896997,0.7821428571428571,0.9285714285714286
0.07,0.27242189922503063,0.7392857142857143,0.9535714285714286
0.08,0.27820332955036847,0.7678571428571429,0.9464285714285714
0.09,0.2906779530857291,0.7714285714285715,0.9464285714285714
0.1,0.30160520119326456,0.7642857142857142,0.9321428571428572
