alpha,cos_dist,top1_acc,top2_acc,top3_acc
0.0,0.3354573679821832,0.6678571428571428,0.8464285714285714,0.9107142857142857
0.05,0.2992469084049974,0.6964285714285714,0.8642857142857143,0.9214285714285714
0.1,0.26911944214786804,0.7321428571428571,0.8714285714285714,0.9321428571428572
0.15000000000000002,0.24641719056027275,0.7428571428571429,0.8821428571428571,0.9321428571428572
0.2,0.2336408955710275,0.7392857142857143,0.8928571428571429,0.9464285714285714
0.25,0.22611931817872183,0.7535714285714286,0.8785714285714286,0.9464285714285714
0.30000000000000004,0.22802411232675826,0.75,0.8678571428571429,0.925
0.35000000000000003,0.22444602634225572,0.7642857142857142,0.8785714285714286,0.9321428571428572
0.4,0.23592712974974087,0.7035714285714286,0.8535714285714285,0.9071428571428571
0.45,0.23667377680540086,0.7428571428571429,0.8678571428571429,0.9285714285714286
0.5,0.24068215127502168,0.7142857142857143,0.8357142857142857,0.8892857142857142
