beta,cos_dist,top1_acc,top3_acc
0.0,0.22504075084413802,0.7357142857142858,0.95
0.01,0.2304052716919354,0.7607142857142857,0.95
0.02,0.2353661813906261,0.7678571428571429,0.9428571428571428
0.03,0.24192783172641483,0.7607142857142857,0.9285714285714286
0.04,0.2471335671842098,0.7607142857142857,0.9392857142857143
0.05,0.25377355292439463,0.7714285714285715,0.9571428571428572
0.06,0.26188518766845975,0.7428571428571429,0.9464285714285714
0.07,0.26996911732213835,0.7928571428571428,0.9535714285714286
0.08,0.2794214640344892,0.775,0.9571428571428572
0.09,0.2874077081680298,0.7607142857142857,0.9357142857142857
0.1,0.3030204611165183,0.7392857142857143,0.9357142857142857
