beta,cos_dist,top1_acc,top2_acc,top3_acc
0.0,0.22566769825560706,0.7714285714285715,0.9,0.9464285714285714
0.01,0.22823918589523862,0.7642857142857142,0.8964285714285715,0.9535714285714286
0.02,0.23574096475328718,0.7821428571428571,0.9035714285714286,0.95
0.03,0.23963180439812795,0.7714285714285715,0.8892857142857142,0.9428571428571428
0.04,0.24707968224372182,0.7607142857142857,0.9107142857142857,0.9464285714285714
0.05,0.25538278754268373,0.7571428571428571,0.8857142857142857,0.9464285714285714
0.06,0.26294381001165934,0.7678571428571429,0.8892857142857142,0.9392857142857143
0.07,0.26953722579138617,0.7857142857142857,0.9142857142857143,0.9607142857142857
0.08,0.27926642522215844,0.7821428571428571,0.8964285714285715,0.9428571428571428
0.09,0.29160117081233433,0.7285714285714285,0.8642857142857143,0.9107142857142857
0.1,0.3000111100929124,0.75,0.8821428571428571,0.9321428571428572
