alpha,cos_dist,top1_acc,top3_acc
0.0,0.19650842845439911,0.775,0.9178571428571428
0.05,0.31920427648084504,0.6392857142857142,0.8857142857142857
0.1,0.27692155273897306,0.7071428571428572,0.9107142857142857
0.15000000000000002,0.24168064636843545,0.7392857142857143,0.925
0.2,0.21654196424143654,0.7714285714285715,0.9285714285714286
0.25,0.199392340864454,0.7892857142857143,0.9285714285714286
0.30000000000000004,0.19489044887678963,0.775,0.9285714285714286
0.35000000000000003,0.19086901545524598,0.7607142857142857,0.9214285714285714
0.4,0.19709232321807316,0.7321428571428571,0.9071428571428571
0.45,0.19719030197177614,0.7464285714285714,0.925
0.5,0.20199248726878846,0.7107142857142857,0.8785714285714286
