alpha,cos_dist,top1_acc,top3_acc
0.0,0.3354573679821832,0.6678571428571428,0.9107142857142857
0.05,0.2991385265120438,0.7,0.9214285714285714
0.1,0.2690149463713169,0.725,0.9321428571428572
0.15000000000000002,0.2465281103338514,0.7464285714285714,0.9321428571428572
0.2,0.232635697722435,0.75,0.9392857142857143
0.25,0.22450750512736184,0.7714285714285715,0.9535714285714286
0.30000000000000004,0.2251989424228668,0.7642857142857142,0.9392857142857143
0.35000000000000003,0.22751935975892204,0.7392857142857143,0.9321428571428572
0.4,0.23149659388831684,0.7357142857142858,0.9178571428571428
0.45,0.24187651319163186,0.7035714285714286,0.8964285714285715
0.5,0.24410956693547112,0.6892857142857143,0.8785714285714286
