alpha,cos_dist,top1_acc,top3_acc
0.0,0.1976703228695052,0.7821428571428571,0.9178571428571428
0.05,0.31905178715075766,0.6392857142857142,0.8857142857142857
0.1,0.27666289785078596,0.7107142857142857,0.9178571428571428
0.15000000000000002,0.24250211545399258,0.7357142857142858,0.9142857142857143
0.2,0.21611703825848444,0.7642857142857142,0.9392857142857143
0.25,0.19879945601735796,0.7857142857142857,0.9428571428571428
0.30000000000000004,0.1905717977455684,0.7892857142857143,0.925
0.35000000000000003,0.19030801547425133,0.7821428571428571,0.9321428571428572
0.4,0.1900791532226971,0.7571428571428571,0.9142857142857143
0.45,0.20012433741773877,0.7178571428571429,0.8964285714285715
0.5,0.20224691310099194,0.7428571428571429,0.9071428571428571
