beta,cos_dist,top1_acc,top3_acc
0.0,0.2254435841526304,0.7571428571428571,0.9357142857142857
0.01,0.22976885310241155,0.7571428571428571,0.9428571428571428
0.02,0.2345732774053301,0.7535714285714286,0.9392857142857143
0.03,0.2411016366311482,0.75,0.9428571428571428
0.04,0.2480292186141014,0.7392857142857143,0.9392857142857143
0.05,0.25544727614947726,0.7535714285714286,0.9428571428571428
0.06,0.2638067193329334,0.7678571428571429,0.95
0.07,0.2703697850661618,0.7535714285714286,0.9392857142857143
0.08,0.2792290142604283,0.7571428571428571,0.9321428571428572
0.09,0.29312212147883004,0.7464285714285714,0.9357142857142857
0.1,0.3013153221990381,0.7642857142857142,0.925
