beta,cos_dist,top1_acc,top3_acc
0.0,0.2251349361879485,0.75,0.9428571428571428
0.01,0.23015435997928893,0.7607142857142857,0.9428571428571428
0.02,0.23530469345194951,0.7535714285714286,0.95
0.03,0.24107626751065253,0.7714285714285715,0.9392857142857143
0.04,0.2477926231920719,0.7714285714285715,0.9392857142857143
0.05,0.25556146672793795,0.7785714285714286,0.9428571428571428
0.06,0.2622304391648088,0.7892857142857143,0.9392857142857143
0.07,0.2690678925386497,0.7714285714285715,0.9428571428571428
0.08,0.2782530660075801,0.7785714285714286,0.9535714285714286
0.09,0.28877416508538384,0.7892857142857143,0.9464285714285714
0.1,0.2991497035537447,0.7607142857142857,0.9321428571428572
