alpha,cos_dist,top1_acc,top3_acc
0.0,0.365951995658023,0.5892857142857143,0.8642857142857143
0.05,0.3191076918372086,0.6392857142857142,0.8857142857142857
0.1,0.2768435636801379,0.7,0.9071428571428571
0.15000000000000002,0.24212736168078014,0.7392857142857143,0.925
0.2,0.21599945702723095,0.7928571428571428,0.9392857142857143
0.25,0.20150535936866487,0.7785714285714286,0.9357142857142857
0.30000000000000004,0.19338821044989996,0.775,0.9321428571428572
0.35000000000000003,0.19006264571632658,0.7857142857142857,0.9392857142857143
0.4,0.1952194000993456,0.75,0.8928571428571429
0.45,0.19180175981351308,0.7607142857142857,0.925
0.5,0.20663323892014368,0.6821428571428572,0.875
