context,cos_dist,top1_acc,top3_acc
1,0.20466750338673592,0.7571428571428571,0.9321428571428572
2,0.23102645916598183,0.7464285714285714,0.9535714285714286
3,0.23304236509970255,0.7392857142857143,0.9428571428571428
4,0.23046428561210633,0.75,0.9392857142857143
5,0.230454791869436,0.75,0.9285714285714286
6,0.2249462136200496,0.725,0.9214285714285714
7,0.22029510140419006,0.7607142857142857,0.9392857142857143
8,0.21644302159547807,0.7892857142857143,0.9321428571428572
9,0.21264555752277375,0.75,0.9285714285714286
10,0.21241452544927597,0.7607142857142857,0.9357142857142857
