alpha,cos_dist,top1_acc,top3_acc
0.0,0.365951995658023,0.5892857142857143,0.8642857142857143
0.05,0.31906897776893206,0.6392857142857142,0.8857142857142857
0.1,0.2765162532883031,0.7,0.9142857142857143
0.15000000000000002,0.24170565072979247,0.75,0.9285714285714286
0.2,0.2165882870554924,0.7857142857142857,0.9321428571428572
0.25,0.20106447083609444,0.7857142857142857,0.9321428571428572
0.30000000000000004,0.1932907127908298,0.7821428571428571,0.925
0.35000000000000003,0.18994027035576957,0.7892857142857143,0.9321428571428572
0.4,0.1911399551800319,0.7464285714285714,0.9214285714285714
0.45,0.1987045081598418,0.725,0.9035714285714286
0.5,0.20674867374556405,0.7214285714285714,0.8785714285714286
