epoch,cos_dist,top1_acc,top2_acc,top3_acc
0,0.3354573679821832,0.6678571428571428,0.8464285714285714,0.9107142857142857
1,0.26359699613281656,0.7571428571428571,0.8892857142857142,0.9392857142857143
2,0.23970484020454544,0.7821428571428571,0.9142857142857143,0.9464285714285714
3,0.23597700830016818,0.775,0.8964285714285715,0.9428571428571428
4,0.23788929006883075,0.7785714285714286,0.9,0.9392857142857143
5,0.24060370038662637,0.7571428571428571,0.8928571428571429,0.9357142857142857
