alpha,cos_dist,top1_acc,top3_acc
0.0,0.3354573679821832,0.6678571428571428,0.9107142857142857
0.05,0.2992013760975429,0.7,0.9214285714285714
0.1,0.2690367130296571,0.7214285714285714,0.9285714285714286
0.15000000000000002,0.24695824959448406,0.7464285714285714,0.9357142857142857
0.2,0.23191782193524496,0.7607142857142857,0.95
0.25,0.2243095834340368,0.7607142857142857,0.9464285714285714
0.30000000000000004,0.2214690204177584,0.7607142857142857,0.9321428571428572
0.35000000000000003,0.22543859375374659,0.7714285714285715,0.9464285714285714
0.4,0.23477635319743836,0.7357142857142858,0.9178571428571428
0.45,0.2439171884741102,0.7214285714285714,0.9
0.5,0.24613299007926667,0.7035714285714286,0.9035714285714286
