context,cos_dist,top1_acc,top2_acc,top3_acc
1,0.20634714726890838,0.7571428571428571,0.8678571428571429,0.9285714285714286
2,0.23099155351519585,0.7785714285714286,0.9214285714285714,0.9535714285714286
3,0.23166924715042114,0.7535714285714286,0.8857142857142857,0.9392857142857143
4,0.2313340385045324,0.7464285714285714,0.8821428571428571,0.9357142857142857
5,0.22972219032900673,0.75,0.875,0.9357142857142857
6,0.2241796389222145,0.7464285714285714,0.8857142857142857,0.9285714285714286
7,0.218489208817482,0.7821428571428571,0.8928571428571429,0.925
8,0.21642664415495735,0.775,0.8964285714285715,0.9321428571428572
9,0.21278745297874724,0.7571428571428571,0.8857142857142857,0.9285714285714286
10,0.21257771934781755,0.7285714285714285,0.8857142857142857,0.9285714285714286
