context,cos_dist,top1_acc,top3_acc
1,0.2047154680958816,0.7607142857142857,0.9321428571428572
2,0.23119566376720155,0.7642857142857142,0.9571428571428572
3,0.23098169096878596,0.7607142857142857,0.9535714285714286
4,0.23178432264498303,0.7607142857142857,0.9392857142857143
5,0.2291647793991225,0.75,0.925
6,0.2242932413305555,0.7357142857142858,0.9321428571428572
7,0.22073111129658562,0.7535714285714286,0.9321428571428572
8,0.21688411150659834,0.7607142857142857,0.9321428571428572
9,0.21333346239158085,0.7607142857142857,0.9285714285714286
10,0.21245218643120356,0.7321428571428571,0.9357142857142857
