alpha,cos_dist,top1_acc,top2_acc,top3_acc
0.0,0.3354573679821832,0.6678571428571428,0.8464285714285714,0.9107142857142857
0.05,0.29917664676904676,0.7,0.8642857142857143,0.9214285714285714
0.1,0.2687870052243982,0.725,0.875,0.925
0.15000000000000002,0.2463704811675208,0.7428571428571429,0.8857142857142857,0.9285714285714286
0.2,0.23142791454281125,0.7571428571428571,0.8892857142857142,0.9464285714285714
0.25,0.22416108633790696,0.7714285714285715,0.9035714285714286,0.9392857142857143
0.30000000000000004,0.22372231419597352,0.7571428571428571,0.8785714285714286,0.9357142857142857
0.35000000000000003,0.22505353561469488,0.7607142857142857,0.8821428571428571,0.9357142857142857
0.4,0.23190489432641437,0.7464285714285714,0.8464285714285714,0.925
0.45,0.23969591249312674,0.7,0.8428571428571429,0.8785714285714286
0.5,0.23919142803975513,0.6857142857142857,0.85,0.9142857142857143
