beta,cos_dist,top1_acc,top2_acc,top3_acc
0.0,0.22504333364112036,0.7607142857142857,0.8964285714285715,0.9535714285714286
0.01,0.2307442852428981,0.7607142857142857,0.8928571428571429,0.9392857142857143
0.02,0.23409870862960816,0.7535714285714286,0.9,0.9464285714285714
0.03,0.2388838829738753,0.7607142857142857,0.9035714285714286,0.9571428571428572
0.04,0.2464173622429371,0.7607142857142857,0.8892857142857142,0.9357142857142857
0.05,0.2556695128125804,0.7821428571428571,0.9035714285714286,0.9392857142857143
0.06,0.2640203266271523,0.7678571428571429,0.8714285714285714,0.9285714285714286
0.07,0.2698491205062185,0.7964285714285714,0.9071428571428571,0.9464285714285714
0.08,0.28283792095524923,0.7642857142857142,0.9,0.9321428571428572
0.09,0.2893053796674524,0.7321428571428571,0.8928571428571429,0.9392857142857143
0.1,0.2996798833566053,0.7535714285714286,0.9,0.9357142857142857
