epoch,cos_dist,top1_acc,top2_acc,top3_acc
0,0.3354573679821832,0.6678571428571428,0.8464285714285714,0.9107142857142857
1,0.2847545434321676,0.775,0.9107142857142857,0.9392857142857143
2,0.2669220392193113,0.7785714285714286,0.9107142857142857,0.9428571428571428
3,0.2680820771626064,0.8,0.8964285714285715,0.9428571428571428
4,0.27406020238995554,0.775,0.8928571428571429,0.9357142857142857
5,0.2808183008006641,0.7714285714285715,0.8821428571428571,0.9357142857142857
