alpha,cos_dist,top1_acc,top3_acc
0.0,0.3354573679821832,0.6678571428571428,0.9107142857142857
0.05,0.2993084536067077,0.6964285714285714,0.9214285714285714
0.1,0.269222946784326,0.725,0.9285714285714286
0.15000000000000002,0.2461433755499976,0.7464285714285714,0.9321428571428572
0.2,0.23075000792741776,0.75,0.9357142857142857
0.25,0.2268541849085263,0.7392857142857143,0.9464285714285714
0.30000000000000004,0.2249194460255759,0.7714285714285715,0.925
0.35000000000000003,0.22807233461311885,0.775,0.9285714285714286
0.4,0.23698290618402618,0.6892857142857143,0.8964285714285715
0.45,0.2379199305815356,0.6964285714285714,0.9142857142857143
0.5,0.24553174397775104,0.7035714285714286,0.9035714285714286
