epoch,cos_dist,top1_acc,top2_acc,top3_acc
0,0.3354573679821832,0.6678571428571428,0.8464285714285714,0.9107142857142857
1,0.28445881349699836,0.7714285714285715,0.9035714285714286,0.9428571428571428
2,0.267023416608572,0.7785714285714286,0.9107142857142857,0.9464285714285714
3,0.26820246704987116,0.7857142857142857,0.9107142857142857,0.9357142857142857
4,0.27364358784896986,0.7857142857142857,0.9107142857142857,0.9428571428571428
5,0.28025384300521444,0.7714285714285715,0.8928571428571429,0.925
