epoch,cos_dist,top1_acc,top2_acc,top3_acc
0,0.3354573679821832,0.6678571428571428,0.8464285714285714,0.9107142857142857
1,0.24766524008342197,0.7678571428571429,0.9142857142857143,0.9428571428571428
2,0.24328030794858932,0.7642857142857142,0.9035714285714286,0.9392857142857143
3,0.24784597594823157,0.775,0.8678571428571429,0.925
4,0.2509572319686413,0.7821428571428571,0.8928571428571429,0.9285714285714286
5,0.2516020733330931,0.75,0.8928571428571429,0.9214285714285714
