context,cos_dist,top1_acc,top2_acc,top3_acc
1,0.2057796122772353,0.75,0.8678571428571429,0.9321428571428572
2,0.2306899889239243,0.7714285714285715,0.9214285714285714,0.9571428571428572
3,0.23198696247168948,0.7464285714285714,0.8964285714285715,0.95
4,0.23121805510350635,0.7571428571428571,0.8821428571428571,0.9392857142857143
5,0.22863456926175527,0.75,0.8857142857142857,0.9357142857142857
6,0.223778102014746,0.7321428571428571,0.8821428571428571,0.9214285714285714
7,0.21926754989794323,0.7428571428571429,0.8857142857142857,0.9357142857142857
8,0.21603648151670182,0.7642857142857142,0.8928571428571429,0.9321428571428572
9,0.21356826956783023,0.7571428571428571,0.8857142857142857,0.9357142857142857
10,0.2113441663128989,0.7535714285714286,0.8821428571428571,0.9321428571428572
