alpha,cos_dist,top1_acc,top3_acc
0.0,0.365951995658023,0.5892857142857143,0.8642857142857143
0.05,0.3191365675202438,0.6392857142857142,0.8857142857142857
0.1,0.2768750154546329,0.7035714285714286,0.9142857142857143
0.15000000000000002,0.24219138430697576,0.75,0.9285714285714286
0.2,0.21666729705674306,0.7535714285714286,0.9357142857142857
0.25,0.19890319321836744,0.8071428571428572,0.9321428571428572
0.30000000000000004,0.1925141006708145,0.7821428571428571,0.9142857142857143
0.35000000000000003,0.19424735648291452,0.7892857142857143,0.9321428571428572
0.4,0.19546769559383392,0.7178571428571429,0.9214285714285714
0.45,0.19743823621954237,0.725,0.9142857142857143
0.5,0.20445383212396076,0.6714285714285714,0.8964285714285715
