alpha,cos_dist,top1_acc,top3_acc
0.0,0.365951995658023,0.5892857142857143,0.8642857142857143
0.05,0.31906304465872903,0.6392857142857142,0.8857142857142857
0.1,0.27675135039857457,0.7035714285714286,0.9142857142857143
0.15000000000000002,0.2415952742099762,0.7428571428571429,0.9214285714285714
0.2,0.21592268007142204,0.7821428571428571,0.9357142857142857
0.25,0.20072243873562132,0.7857142857142857,0.9321428571428572
0.30000000000000004,0.19268924593925477,0.7821428571428571,0.9214285714285714
0.35000000000000003,0.19324880391359328,0.7678571428571429,0.9142857142857143
0.4,0.19532973638602666,0.7464285714285714,0.9178571428571428
0.45,0.20432788729667664,0.6964285714285714,0.8785714285714286
0.5,0.20379057335002082,0.7107142857142857,0.8964285714285715
