beta,cos_dist,top1_acc,top3_acc
0.0,0.22691556172711508,0.7678571428571429,0.9464285714285714
0.01,0.2294095624770437,0.7678571428571429,0.95
0.02,0.23519887956125396,0.7464285714285714,0.9464285714285714
0.03,0.24120395077126366,0.75,0.9464285714285714
0.04,0.24648748742682594,0.7714285714285715,0.9357142857142857
0.05,0.25588874433721814,0.7535714285714286,0.925
0.06,0.26412924219455036,0.7571428571428571,0.9285714285714286
0.07,0.2713695754962308,0.7642857142857142,0.9392857142857143
0.08,0.28089531436562537,0.7642857142857142,0.9392857142857143
0.09,0.2930073474134718,0.7607142857142857,0.9357142857142857
0.1,0.30230064998779976,0.7714285714285715,0.9428571428571428
