context,cos_dist,top1_acc,top2_acc,top3_acc
1,0.2050611308642796,0.75,0.8535714285714285,0.9357142857142857
2,0.22881138612117086,0.7464285714285714,0.925,0.9535714285714286
3,0.23123072939259665,0.7607142857142857,0.8964285714285715,0.9535714285714286
4,0.2307780900171825,0.7607142857142857,0.8964285714285715,0.9321428571428572
5,0.22829521958317076,0.75,0.8857142857142857,0.9357142857142857
6,0.22455019610268728,0.75,0.8928571428571429,0.925
7,0.2206568615777152,0.7464285714285714,0.8892857142857142,0.9321428571428572
8,0.21745389912809646,0.7678571428571429,0.8857142857142857,0.9321428571428572
9,0.21388357494558607,0.7464285714285714,0.8785714285714286,0.9214285714285714
10,0.2117327732699258,0.7642857142857142,0.8857142857142857,0.9428571428571428
