context,cos_dist,top1_acc,top3_acc
1,0.20455066923584256,0.7464285714285714,0.9321428571428572
2,0.22996401137539318,0.7785714285714286,0.9535714285714286
3,0.23234543651342393,0.7392857142857143,0.9392857142857143
4,0.23105381769793373,0.7678571428571429,0.9357142857142857
5,0.2280737598027502,0.7464285714285714,0.9285714285714286
6,0.22411770543881826,0.7571428571428571,0.9321428571428572
7,0.22254099207265035,0.75,0.9357142857142857
8,0.2170472115278244,0.7642857142857142,0.9285714285714286
9,0.21317937863724573,0.75,0.9357142857142857
10,0.21325477489403316,0.7428571428571429,0.9285714285714286
