alpha,cos_dist,top1_acc,top3_acc
0.0,0.365951995658023,0.5892857142857143,0.8642857142857143
0.05,0.3191133296915463,0.6357142857142857,0.8857142857142857
0.1,0.27673479648573057,0.7035714285714286,0.9178571428571428
0.15000000000000002,0.24189124565039363,0.7392857142857143,0.925
0.2,0.21622171401977539,0.7821428571428571,0.9321428571428572
0.25,0.19999210557767322,0.7678571428571429,0.9357142857142857
0.30000000000000004,0.19137895511729378,0.7928571428571428,0.9285714285714286
0.35000000000000003,0.1907050596816199,0.7714285714285715,0.925
0.4,0.19509441426822116,0.7285714285714285,0.9071428571428571
0.45,0.19630307257175444,0.725,0.9142857142857143
0.5,0.20127980070454735,0.6714285714285714,0.8964285714285715
