alpha,cos_dist,top1_acc,top2_acc,top3_acc
0.0,0.3354573679821832,0.6678571428571428,0.8464285714285714,0.9107142857142857
0.05,0.29920937940478326,0.6964285714285714,0.8642857142857143,0.9214285714285714
0.1,0.26861452109047346,0.7285714285714285,0.875,0.9285714285714286
0.15000000000000002,0.24662918065275466,0.7428571428571429,0.8857142857142857,0.9321428571428572
0.2,0.2322733334132603,0.7642857142857142,0.9,0.9464285714285714
0.25,0.2254963768380029,0.7428571428571429,0.8785714285714286,0.9428571428571428
0.30000000000000004,0.22535967592682157,0.7607142857142857,0.8857142857142857,0.9357142857142857
0.35000000000000003,0.2295037340904985,0.7535714285714286,0.8607142857142858,0.9071428571428571
0.4,0.22813805171421597,0.7535714285714286,0.8785714285714286,0.9321428571428572
0.45,0.23910627333181245,0.7,0.8428571428571429,0.9071428571428571
0.5,0.24312863424420356,0.7178571428571429,0.8392857142857143,0.8964285714285715
